fips,state,st,year,d08,d10,d12,d14,d16,poptotal,malepop,femalepop,popu18,pop25o,pop324,pop60o,whitepop,blackpop,hisppop,asianpop,amindpop,multipop,otherpop,noncit,noncit18o,enroll,nohs,hs,bacc,grad,incmed,incmean,incpc,medage,meanage,maleprop,femaleprop,whiteprop,nonwhprop,blackprop,hispprop,asianprop,amindprop,multiprop,otherprop,lexp,health_index,hsplus,baccplus,hsprop,baccprop,gradprop,attain_score,attain_index,enrollprop,enroll_index,ed_index,inc_index,hdi,presvotes,tovep,tovap,toacs
29,Missouri,MO,2014,0,0,0,1,0,6063589,2971921,3091668,1392278,4076683,1765126,1308810,4846758,701009,231619,109842,23567,137174,13620,116745,109273,1352959,457574,2496728,696328,426053,29122.56,39578.65768575887,20522.06867560925,38,38.64240419329212,0.49012573246636604,0.509874267533634,0.7993216558708053,0.20067834412919472,0.11560958369704807,0.03819833435280656,0.01811501406180399,0.0038866420530811042,0.022622575507673756,0.002246194456781289,77.57,4.82083333333333,3619109,1122381,0.8877582583683843,0.275317212547554,0.10450972027994328,1.2675851911958815,5.117234607972544,0.766494289926045,4.756979712172714,4.997149642705933,4.14844101608832,4.640624877544192,1426303,0.317,0.305,0.3126460147854972
29,Missouri,MO,2016,0,0,0,0,1,6093000,2999650,3093350,1389424,4121639,1753196,1361688,4851442,698948,243834,124425,26144,136125,12082,130373,119018,1349943,425482,2519297,737951,438909,30000,41787.91679654927,21991.333860331528,38,38.9554967996061,0.492310848514689,0.507689151485311,0.7962320695880518,0.20376793041194818,0.11471327753159363,0.04001870999507632,0.020420974889217135,0.004290825537502051,0.022341211225997047,0.0019829312325619565,77.35,4.729166666666664,3696157,1176860,0.8967687369029651,0.28553204198620985,0.10648894772201059,1.2887897266111856,5.258598177407904,0.7699897786670743,4.856850819059267,5.124682391291691,4.354241763469901,4.725575480870507,2808605,0.622,0.596,0.6126228526283232
30,Montana,MT,2008,1,0,0,0,0,967440,481261,486179,227279,636598,294255,186921,848034,3357,31093,5803,60333,17135,1685,9370,8691,206256,53719,407855,121179,53845,26435.999999999996,36310.5863401665,20441.712760574297,38,37.95276813032333,0.4974582403043083,0.5025417596956917,0.8765752914909452,0.12342470850905485,0.0034699826345819897,0.03213946084511701,0.005998304804432316,0.062363557429918136,0.017711692714793684,0.0017417100802116928,77.96,4.983333333333331,582879,175024,0.9156155061750115,0.27493645911548575,0.08458242093126274,1.27513438622176,5.167562574811733,0.7009430595911709,2.8840874168905972,4.406404188838021,3.477421325430421,4.24248707119797,491960,0.6629999999999999,0.6509999999999999,0.6725634680848155
30,Montana,MT,2010,0,1,0,0,0,990898,499898,491000,222903,672813,278929,212327,870802,3675,28367,5323,62050,20370,311,7976,6802,211723,54000,416798,140478,61537,26539.199999999997,36087.33448050457,20126.812251559288,40,39.11194492268629,0.5044898667673161,0.4955101332326839,0.8788008452938647,0.12119915470613529,0.00370875710718964,0.02862756812507443,0.005371894988182436,0.06261996693907951,0.02055711082270829,3.138567239009464e-4,78.55,5.229166666666666,618813,202015,0.9197399574621774,0.30025430543107817,0.09146226366018492,1.3114565265534406,5.409710177022937,0.7590569643170842,4.544484694773836,5.121301682939903,3.504433435006415,4.544403507370405,360341,0.475,0.46799999999999997,0.47338979733129444
30,Montana,MT,2012,0,0,1,0,0,1005141,501429,503712,219888,687668,282838,231014,877347,2531,30279,6273,67110,21297,304,7097,6175,208986,49539,441969,132102,64058,25627.32,34630.419311496655,18952.277166075804,40,39.64102648285166,0.4988643384361,0.5011356615639,0.8728596286491149,0.12714037135088507,0.002518054680885567,0.03012413183821971,0.006240915453652771,0.06676675212731348,0.021188072121224782,3.024451295887841e-4,78.84,5.350000000000001,638129,196160,0.9279608764694591,0.28525393067584937,0.09315250964128038,1.306367316786589,5.375782111910593,0.7388893995856285,3.9682685595893865,4.9066109278035235,3.2620287969095263,4.407656398409947,484048,0.625,0.616,0.621308777811721
30,Montana,MT,2014,0,0,0,1,0,1023579,511696,511883,224105,694414,292238,241984,888593,5595,34027,8705,69002,17657,0,12105,10891,213042,54507,444454,128527,66926,25280.000000000004,35754.62994215156,19408.642377002267,39,39.64519299438539,0.4999086538508508,0.5000913461491492,0.8681235156250763,0.13187648437492372,0.0054661144865222906,0.03324315954117855,0.008504473030415825,0.06741248110795552,0.01725025620885149,0,78.87,5.3625000000000025,639907,195453,0.9215064788440325,0.28146465941066856,0.09637766519684222,1.2993488034515432,5.328992023010288,0.7290017040905016,3.685762974014332,4.781249006678302,3.1674253070042373,4.330503061094715,369826,0.469,0.461,0.46897536467309087
30,Montana,MT,2016,0,0,0,0,1,1042520,524227,518293,228642,710746,297794,259350,901468,2755,36696,9147,64316,28081,57,11730,10998,216492,54213,433919,152499,70115,26500,37679.077963207026,20481.264143613553,40,40.023497870544446,0.5028459885661666,0.4971540114338334,0.8647009170087864,0.13529908299121363,0.002642635153282431,0.03519932471319495,0.008773932394582358,0.0616928212408395,0.02693569427924644,5.4675210067912366e-5,78.46,5.191666666666665,656533,222614,0.9237238056914847,0.31321175215899916,0.09864986929226474,1.3355854271427487,5.570569514284992,0.7269857686857357,3.62816481959245,4.923101282720811,3.4941854131658543,4.4698934670625565,497147,0.618,0.608,0.6192046133917896
31,Nebraska,NE,2008,1,0,0,0,0,1783432,883046,900386,455198,1151491,555297,322077,1491377,75271,147968,31729,12054,24112,921,67087,56871,442286,113258,722061,218665,97507,28638.999999999996,37021.76768423609,21831.555151593107,36,36.809815008365895,0.4951385867249214,0.5048614132750786,0.8362399014933005,0.16376009850669948,0.042205702263949506,0.08296811989467498,0.017790978293537405,0.006758878387289227,0.01351999964114135,5.164200261069668e-4,79.09,5.4541666666666675,1038233,316172,0.9016423054978284,0.2745761799267211,0.08467890760761482,1.2608973930321643,5.072649286881096,0.7964854843444139,5.61387098126897,5.253056518343721,4.032356989990844,4.8704207837148275,801281,0.629,0.594,0.6302535153217452
31,Nebraska,NE,2010,0,1,0,0,0,1830429,908471,921958,457767,1188246,566332,346896,1505303,78526,168179,30311,12208,34086,1816,67002,58156,453305,112438,746413,228914,100481,28529.639999999996,37205.254413374976,21344.513853108205,36,37.16966896831289,0.4963158909741924,0.5036841090258076,0.822377158578672,0.177622841421328,0.04290032555209735,0.09187955391878079,0.016559505995589013,0.006669474751547315,0.018621864054819935,9.921171484936046e-4,79.65,5.687500000000002,1075808,329395,0.905374812959606,0.27721111621667566,0.08456245592242684,1.2671483850987086,5.114322567324724,0.8004227202418369,5.726363435481056,5.3183361900435004,4.005832195263598,4.948383116876427,487988,0.375,0.355,0.3712329955131433
31,Nebraska,NE,2012,0,0,1,0,0,1855525,917925,937600,465331,1209545,567164,361126,1508923,86383,178793,38313,13873,27505,1735,79539,66871,448565,111856,738186,245082,114421,30458.7,39153.449331039636,22534.17581261271,36,37.26591072607483,0.49469826598941,0.50530173401059,0.8132054270354752,0.18679457296452484,0.04655447919052559,0.0963570957006777,0.02064806456393743,0.007476590183371283,0.01482329798843993,9.350453375729241e-4,79.61,5.6708333333333325,1097689,359503,0.9075222501023112,0.29722168253351466,0.09459838203622023,1.2993423146720462,5.328948764480308,0.7908911708077382,5.454033451649663,5.370643660203426,4.459445007016364,5.140255164297186,794379,0.603,0.569,0.6002910853963848
31,Nebraska,NE,2014,0,0,0,1,0,1881503,939171,942332,468566,1224909,576995,378336,1514562,86106,190154,36349,12510,39859,1963,76598,67152,447314,116482,738072,254338,116017,30336.000000000004,38783.1644932973,22403.500614007422,36,37.418601511663816,0.49915998007975537,0.5008400199202446,0.8049745336574005,0.19502546634259954,0.04576447659132087,0.10106494648161603,0.019319129440665255,0.006648939704055747,0.02118465928568809,0.0010433148392535118,79.51,5.629166666666668,1108427,370355,0.9049055889049717,0.30235307275887435,0.09471479105794797,1.301973452721794,5.34648968481196,0.7752476191301484,5.007074832289955,5.233351400637958,4.431459685948607,5.072907409960461,539891,0.405,0.38,0.401171806789346
31,Nebraska,NE,2016,0,0,0,0,1,1907116,950143,956973,471820,1246623,582813,405226,1521029,86366,201976,45156,12813,38781,995,91114,79576,451524,114832,728683,269958,133150,30000,42056.712902726926,24095.045462363065,36,37.683156137329874,0.4982093380790681,0.5017906619209319,0.7975545273596363,0.20244547264036372,0.04528618080913799,0.1059065101441129,0.023677636808668166,0.006718521579180291,0.020334893105610777,5.217301936536634e-4,79.67,5.695833333333335,1131791,403108,0.907885543584548,0.32335998934722043,0.10680855398945792,1.3380540869212263,5.587027246141508,0.7747322039830957,4.992348685231308,5.388801059171441,4.354241763469901,5.112743291722884,844227,0.628,0.588,0.6227148673767444
32,Nevada,NV,2008,1,0,0,0,0,2600167,1324343,1275824,667980,1713150,769081,434921,1469866,189722,672393,165967,28778,67181,6260,316037,277078,554855,285032,1052728,256985,118405,33045,44259.2076051699,24256.25482067921,36,36.003205563334966,0.5093299776514355,0.49067002234856455,0.5652967674768582,0.4347032325231418,0.07296531338179432,0.2585960824823944,0.06382936172945815,0.011067750648323743,0.02583718661147534,0.002407537669695831,77.28,4.7,1428118,375390,0.8336211073169308,0.21912266876805883,0.06911537226746052,1.12185914835245,4.145727655683,0.7214519666979161,3.4700561913690326,3.920503834245011,5.024474374235065,4.523870095165025,967848,0.57,0.484,0.5847639037670631
32,Nevada,NV,2010,0,1,0,0,0,2704642,1365592,1339050,664484,1788845,807708,487038,1461737,210697,719929,209207,24085,75184,3803,294781,266195,579737,274971,1130095,255583,128196,32068.199999999997,42830.45272207806,21829.652404722103,36,36.537559129821986,0.5049067492111711,0.495093250788829,0.5404548919967966,0.45954510800320336,0.07790199220451358,0.2661827332415898,0.07735108750067476,0.008905060263058845,0.02779813372712544,0.0014061010662409295,77.84,4.9333333333333345,1513874,383779,0.846285731854912,0.21454010828215972,0.07166411846750277,1.1324899586045745,4.216599724030496,0.7177556740802369,3.364447830863912,3.932549092974968,4.816447207210065,4.537818688053766,721404,0.413,0.353,0.4066623711993993
32,Nevada,NV,2012,0,0,1,0,0,2758931,1394534,1364397,663964,1842577,815025,512815,1456484,219992,752505,221616,25171,79173,3990,295592,271024,588425,265897,1159466,275783,141431,31509,40232.50664783007,20288.358475516896,36,37.13282499634822,0.505461716875123,0.49453828312487697,0.5279160660415212,0.4720839339584788,0.07973813045705021,0.2727523812665123,0.08032676424310721,0.009123461224655492,0.02869698444796191,0.001446212319191745,78.14,5.058333333333334,1576680,417214,0.8556928692803611,0.22642961461040706,0.07675717215617041,1.1588796560469385,4.392531040312924,0.7219717186589368,3.484906247398196,4.089989442674681,4.694484283617369,4.596626048472201,1014918,0.564,0.48200000000000004,0.5564417309093541
32,Nevada,NV,2014,0,0,0,1,0,2839099,1426970,1412129,660829,1919460,818912,566938,1457284,230703,789498,233398,25231,96627,6358,293487,273380,602386,280529,1198442,290619,149870,30336.000000000004,39820.54838256062,20252.13234542593,37,37.79461195259482,0.5026136813122755,0.49738631868772454,0.5132910123951295,0.48670898760487047,0.08125923048121957,0.2780804755311456,0.08220847529445081,0.008886974353483271,0.034034389079070505,0.0022394428655006394,78.27,5.112499999999999,1638931,440489,0.8538500411574088,0.22948589707521908,0.07807925145613871,1.1614151896887668,4.409434597925112,0.7355930795982962,3.87408798852275,4.230985728124325,4.431459685948607,4.576574762928729,547349,0.293,0.252,0.2873389014588769
32,Nevada,NV,2016,0,0,0,0,1,2940058,1474295,1465763,676543,2007471,826517,622096,1463777,250522,836940,257272,26386,99129,6032,307365,287482,609766,281081,1257082,305150,164158,30000,42409.90626438271,21811.36935291753,37,38.22957608319292,0.5014509917831553,0.4985490082168447,0.49787351133889196,0.5021264886611081,0.08520988361454093,0.2846678534913257,0.08750575668915375,0.008974652880997585,0.0337166817797472,0.002051660205342888,78.03,5.012500000000001,1726390,469308,0.8599825352396124,0.23378071214976456,0.08177353496015634,1.1755367823495333,4.503578548996889,0.7377537304132885,3.935820868951101,4.314325988981626,4.354241763469901,4.54946114847638,1125385,0.574,0.494,0.5695173106926859
33,New Hampshire,NH,2008,1,0,0,0,0,1315809,647416,668393,294454,902372,367028,247817,1221613,9449,39123,27078,2354,14996,1196,29053,26725,289982,82976,520819,193110,105467,35248,47447.7132992703,28448.667242701256,39,38.4852961182056,0.492028858291743,0.5079711417082571,0.9284121023644009,0.07158789763559914,0.0071811334319798695,0.029733038761704775,0.020578974608016817,0.0017890134510403866,0.011396790871623465,9.089465112337733e-4,79.95,5.812500000000002,819396,298577,0.9080467922320284,0.3308801691541847,0.11687751836271515,1.3558044797489281,5.705363198326188,0.7900814106825638,5.430897448073252,5.613874614908543,5.471919596394459,5.631038031899117,710970,0.7170000000000001,0.696,0.7148085217618612
33,New Hampshire,NH,2010,0,1,0,0,0,1316759,648318,668441,285256,909797,365726,263139,1213990,14395,35869,27790,2770,18277,3668,33535,31191,291257,75013,530951,188265,115568,35385.6,47644.36863957546,27750.864850640395,41,39.28727276593515,0.49235889027528956,0.5076411097247104,0.9219530681013003,0.07804693189869971,0.01093214475845618,0.027240368207090287,0.021104849102986954,0.002103649946573367,0.013880292445314595,0.002785627438278379,80.32,5.966666666666663,834784,303833,0.9175497391176274,0.3339569156636041,0.1270261387979956,1.378532793579227,5.856885290528181,0.7963803503169039,5.610867151911542,5.774879244322634,5.498931705970465,5.743601979769089,456588,0.457,0.442,0.45644558897623944
33,New Hampshire,NH,2012,0,0,1,0,0,1320718,646909,673809,273099,922311,360632,283694,1211429,14800,40132,29479,3216,19326,2336,37405,32150,285441,73748,522894,202503,123166,34974.99,47300.9695272524,27520.66594234674,42,40.039486097713514,0.48981614546027236,0.5101838545397276,0.9172503138444391,0.08274968615556089,0.011206025813231893,0.030386501887609618,0.022320434793801552,0.0024350391226590387,0.014632949653143214,0.0017687348851155205,80.39,5.995833333333334,848563,325669,0.9200399865121418,0.3531010689452907,0.13354063867827665,1.4066816941357092,6.044544627571394,0.7915021406863506,5.471489733895733,5.853526329679507,5.4180117121708875,5.75045694291958,710972,0.7020000000000001,0.6779999999999999,0.7001415109668537
33,New Hampshire,NH,2014,0,0,0,1,0,1326813,654661,672152,268072,929768,361605,304239,1209777,15617,41464,33901,1386,23673,995,35352,31621,280669,68799,533080,204860,123029,35392,47650.622427761475,28079.054483991946,42,40.4509881950207,0.4934086416096315,0.5065913583903685,0.9117916390629275,0.08820836093707252,0.011770309757290591,0.031250824343747007,0.025550699307287462,0.001044608396209564,0.017842001849544736,7.499172829931572e-4,79.91,5.7958333333333325,860969,327889,0.9260041214582563,0.35265679180182585,0.13232225673501347,1.4109831699950957,6.073221133300638,0.7761756612878694,5.033590322510556,5.726677529703943,5.500185525425203,5.672815407215698,488159,0.47600000000000003,0.46,0.4752696861126256
33,New Hampshire,NH,2016,0,0,0,0,1,1334689,667334,667355,260834,948446,347835,320713,1209570,15938,47466,34379,1461,24635,1240,35180,30061,275000,65944,534725,211393,136384,35000,48761.25330249921,29316.222273503416,42,41.05944156279103,0.4999921329987735,0.5000078670012265,0.9062560641467787,0.09374393585322127,0.011941358623619435,0.035563340973065634,0.025758060491994764,0.0010946370278019824,0.018457483353800024,9.290553829393964e-4,79.32,5.549999999999997,882502,347777,0.930471529217267,0.3666808653312893,0.1437973274176917,1.440949721966248,6.272998146441653,0.7906047407535182,5.445849735814806,5.997282009566037,5.422967602946497,5.651470800341525,744296,0.7140000000000001,0.691,0.7130679042033198
34,New Jersey,NJ,2008,1,0,0,0,0,8682661,4251947,4430714,2047060,5854547,2496829,1590716,5342151,1137010,1424069,641742,10601,96601,30487,866853,779056,2029310,738180,3096287,1264208,755872,40865.649999999994,57561.241922569374,31946.870249799165,38,37.779173919147595,0.48970551769785786,0.5102944823021421,0.6152665640176439,0.3847334359823561,0.1309517900099981,0.1640129679138688,0.07391075155416064,0.0012209390646484989,0.011125736683719427,0.003511250755960644,79.46,5.608333333333331,5116367,2020080,0.8739133873210002,0.3450446294136848,0.12910853734712524,1.3480665540818102,5.653777027212068,0.8127548983130203,6.07871138037201,5.795421811598715,6.497178242351995,5.954992472001154,3868237,0.67,0.5820000000000001,0.6604981264551028
34,New Jersey,NJ,2010,0,1,0,0,0,8801624,4282483,4519141,2061715,5971110,2522052,1673452,5207748,1136698,1563942,721172,12004,129888,30172,924084,835079,2046618,713213,3148165,1323135,786597,40914.6,57954.57381163614,30458.853448807105,39,38.230322608645864,0.48655600375567054,0.5134439962443295,0.5916803535347568,0.4083196464652432,0.12914639389276342,0.17768789032569443,0.08193624267521539,0.0013638392187623556,0.014757276611679845,0.0034280037411277735,80.01,5.837500000000002,5257897,2109732,0.8805560440186163,0.3533232514557595,0.13173379823851847,1.3656130937128943,5.770753958085963,0.811489215924176,6.0425490264050294,5.8613523141923185,6.505477804384258,6.060400238218775,2121584,0.364,0.314,0.3592963726305414
34,New Jersey,NJ,2012,0,0,1,0,0,8864590,4316221,4548369,2026059,6051997,2504411,1762569,5134489,1125945,1642807,778736,7892,134269,40452,903219,820689,2046313,702633,3151990,1362708,834666,39911.4,57353.14968985377,30094.540061582433,39,38.61076214466772,0.48690588058782186,0.5130941194121781,0.5792133646338974,0.4207866353661026,0.12701602668594938,0.18532238941676943,0.08784794333409666,8.9028370178429e-4,0.015146667809791542,0.004563324417711366,80.27,5.945833333333331,5349364,2197374,0.8839006364345521,0.36308246682871786,0.1379157987024779,1.3848989019657478,5.899326013104985,0.8170835378058953,6.202386794454151,6.000346273554706,6.333366418698744,6.090803005796651,3640292,0.615,0.532,0.6049165132617307
34,New Jersey,NJ,2014,0,0,0,1,0,8938175,4369794,4568381,2011305,6128659,2502012,1843847,5058858,1143314,1729745,820402,10212,135943,39701,879211,813351,2030838,671349,3175893,1410629,870788,38425.600000000006,56659.42472736266,30388.726913127393,39,38.91053598749186,0.48889107675783927,0.5111089232421607,0.5659833243363438,0.4340166756636562,0.12791358414888945,0.1935232863531985,0.09178629865716435,0.0011425151107468806,0.015209256923253348,0.004441734470403634,80.49,6.037499999999998,5457310,2281417,0.8904574393843743,0.37225386499722046,0.1420845897936237,1.4047958941752183,6.031972627834788,0.811681958359912,6.048055953140343,6.037333736269972,6.070341821029982,6.048371961645174,1869535,0.311,0.27,0.30580341698455504
34,New Jersey,NJ,2016,0,0,0,0,1,8944469,4368680,4575789,1982347,6167057,2467595,1929959,4969524,1136413,1786914,849456,8517,153693,39952,903964,828702,2000168,668229,3111240,1454812,932776,40000,59707.189553881915,32074.473804537753,39,39.24241316058002,0.4884225100450345,0.5115774899549654,0.5555974312169901,0.4444025687830099,0.1270520362919252,0.1997786565082846,0.09496997529981936,9.522085659864213e-4,0.017183021149718335,0.004466670967275978,80.4,6.000000000000002,5498828,2387588,0.8916453990939276,0.38715192676182497,0.1512513991681932,1.4300487250239458,6.200324833492972,0.810573858351958,6.016395952913088,6.13901520663301,6.348740034433939,6.160923760292935,3874046,0.644,0.557,0.6316290095900818
35,New Mexico,NM,2008,1,0,0,0,0,1984356,979402,1004954,500313,1277947,614861,360272,825068,40574,895150,26024,165353,28119,4068,132328,117390,451483,219378,741959,176932,139678,26435.999999999996,37564.71850833873,19464.522396356548,35,36.59234834878419,0.49356163914136375,0.5064383608586362,0.41578628028438447,0.5842137197156155,0.020446935932866884,0.45110353182594254,0.013114582262456938,0.08332829391500315,0.014170340402629367,0.0020500353767166778,77.38,4.7416666666666645,1058569,316610,0.8283356039021963,0.24774892855494007,0.10929874243611042,1.185383274893247,4.569221832621646,0.7342846594596177,3.836704555989079,4.325049407077456,3.477421325430421,4.146927749029345,830158,0.609,0.551,0.6074387573144024
35,New Mexico,NM,2010,0,1,0,0,0,2065932,1019091,1046841,517558,1342602,637334,403269,835757,35768,959854,23496,181225,28080,1752,137266,122005,473563,224071,787683,186070,144778,27644.999999999996,37728.48575741657,18245.213817903877,36,37.15734932224294,0.4932839028583709,0.506716097141629,0.40454235667001626,0.5954576433299837,0.017313251355804547,0.46461064546170927,0.011373075202862437,0.08772069942282708,0.013591928485545506,8.480434012348906e-4,78.18,5.075000000000003,1118531,330848,0.83310690733367,0.24642299058097633,0.10783389269493118,1.1873637906095775,4.582425270730517,0.7430374026805411,4.086782933729746,4.417211158396926,3.787452104866702,4.395184585092394,602827,0.428,0.38799999999999996,0.42263046939466575
35,New Mexico,NM,2012,0,0,1,0,0,2085538,1037053,1048485,514814,1366969,636021,421257,829143,37347,979977,27563,182384,25984,3140,128228,114155,475881,211617,797210,201011,157131,26257.5,38147.7973109752,18143.519298709445,36,37.4446353890459,0.4972592204026012,0.5027407795973988,0.3975679177267448,0.6024320822732552,0.01790760945137418,0.46989170180548134,0.013216254031333882,0.08745177503358846,0.012459135244718629,0.0015056067067586397,77.97,4.9875,1155352,358142,0.8451925391139082,0.2619971630666094,0.1149484735937684,1.2221381757742862,4.814254505161908,0.7482158607970492,4.234738879915691,4.621082630079835,3.430449904673,4.291995337726539,783757,0.546,0.498,0.5380843612626659
35,New Mexico,NM,2014,0,0,0,1,0,2085572,1030483,1055089,497539,1370828,632701,449698,807487,36930,993908,32156,185692,24457,4942,136047,123056,470005,211891,794468,211470,152999,25280.000000000004,36272.770977628985,17317.942710129213,37,37.99462593475555,0.49410089893803716,0.5058991010619629,0.38717771431530534,0.6128222856846947,0.017707372365950443,0.4765637436636088,0.01541831209855138,0.08903648495472705,0.011726758893962904,0.0023696137078940455,77.81,4.920833333333334,1158937,364469,0.845428456378189,0.2658750769607857,0.11161064699583026,1.222914180334805,4.8194278688987,0.7428548398058482,4.081566851595664,4.573474196464354,3.1674253070042373,4.146328979943407,512805,0.354,0.32299999999999995,0.3500430382183475
35,New Mexico,NM,2016,0,0,0,0,1,2081015,1028641,1052374,486671,1390329,618500,469582,788539,37767,1010310,32198,177622,31116,3463,115802,105588,465816,199713,809934,217265,163417,26800,38381.63663909378,18524.662302770525,37,38.63273546802882,0.4942977345189727,0.5057022654810273,0.37892038260175925,0.6210796173982407,0.01814835548998926,0.4854890522173074,0.015472257528177356,0.08535354142089317,0.014952318940517007,0.0016640918013565496,77.61,4.8374999999999995,1190616,380682,0.8563555820241109,0.27380713485800845,0.11753836681821353,1.2477010837003328,4.984673891335552,0.7531382376717866,4.375378219193903,4.781575333955002,3.572231205328034,4.35555845637279,798319,0.545,0.502,0.5362322637154779
36,New York,NY,2008,1,0,0,0,0,19490297,9461961,10028336,4396836,13060931,5713327,3609809,11669655,2861188,3232360,1339331,52937,240879,93947,2034449,1861677,4537521,2072873,6819119,2370798,1798141,34146.5,51626.627126050895,27789.578949710743,37,37.81542738933122,0.485470334289929,0.514529665710071,0.5987417739196073,0.40125822608039274,0.1468006362345325,0.16584457384102458,0.06871783431519797,0.0027160694370126836,0.012358918902056752,0.004820193350568234,79.67,5.695833333333335,10988058,4168939,0.8412920947212722,0.31919156452170216,0.13767326387376214,1.2981569231167365,5.321046154111576,0.7941994218079939,5.548554908799826,5.396882405674326,5.251806040641338,5.445063750400656,7640640,0.59,0.514,0.5774459437971479
36,New York,NY,2010,0,1,0,0,0,19392283,9384182,10008101,4310594,13094021,5618260,3701224,11291581,2802809,3434485,1428999,46247,304352,83810,2075973,1909809,4445253,2009525,6826105,2429665,1828726,35385.6,52139.268170226416,26829.32177322587,38,38.073992010120726,0.48391321434407697,0.516086785655923,0.5822718758796992,0.4177281241203008,0.1445321832401064,0.17710575902795972,0.07368905455845504,0.0023848146192998526,0.015694490432096107,0.004321822242383736,80.28,5.950000000000001,11084496,4258391,0.8465310999577593,0.325216448026164,0.1396611476337177,1.3114086956176412,5.409391304117608,0.7912152516971447,5.463292905632706,5.4273585046226405,5.498931705970465,5.62075428886239,4658586,0.355,0.308,0.35367662019392826
36,New York,NY,2012,0,0,1,0,0,19570261,9488736,10081525,4255688,13301849,5592668,3887658,11226501,2819495,3553080,1494701,44045,326987,105452,2085809,1919687,4435487,1945753,6903290,2548776,1904030,34659.9,50938.08225415085,26379.939308659676,38,38.39090837878964,0.484854851961351,0.5151451480386491,0.5736510616797599,0.4263489383202401,0.1440703831185491,0.18155506459520393,0.07637614030799078,0.0022506087169711225,0.016708361733141934,0.005388379848383217,80.59,6.0791666666666675,11356096,4452806,0.8537231177409997,0.3347509056823604,0.1431402506523717,1.331614274075732,5.544095160504879,0.7930896309239168,5.516846597826196,5.535012306278651,5.355269250872714,5.648259620114966,7074723,0.531,0.461,0.5281659731930529
36,New York,NY,2014,0,0,0,1,0,19746227,9581384,10164843,4218611,13546372,5524551,4057106,11134080,2846563,3668399,1592426,46301,363368,95090,2027905,1873336,4311058,1918562,6929103,2665394,2033313,34380.8,52051.51006382295,27253.69709123575,38,38.69776671766207,0.4852260636930792,0.5147739363069208,0.5638586044817574,0.4361413955182426,0.14415731167275653,0.18577721202131425,0.08064457073242397,0.0023448023766768204,0.018401895207626248,0.004815603507444739,80.96,6.233333333333331,11627810,4698707,0.8583707873960644,0.34686091597071156,0.15010018918718607,1.355331892553962,5.702212617026413,0.7803454072557209,5.152725921592026,5.519050385214951,5.299215087189435,5.670204896019014,3819010,0.282,0.24600000000000002,0.279693253690418
36,New York,NY,2016,0,0,0,0,1,19745289,9592192,10153097,4173030,13661783,5396538,4261949,10958551,2841644,3749158,1662419,41218,381148,111151,2033499,1870835,4277391,1872183,6918403,2750265,2120932,35000,54324.37525753102,28624.32296523996,38,39.056934644005466,0.48579648543001824,0.5142035145699817,0.5549957258159148,0.44500427418408517,0.14391503715139342,0.18987607626305192,0.0841931966657971,0.0020874852730694395,0.019303237344360978,0.005629241486412278,80.92,6.216666666666667,11789600,4871197,0.8629620306514897,0.35655646118811873,0.15524562203923162,1.37476411387884,5.831760759192267,0.7926176003949199,5.5033600112834264,5.722293843222653,5.422967602946497,5.778142509709301,7721453,0.568,0.496,0.5635511316196039
37,North Carolina,NC,2008,1,0,0,0,0,9222414,4511055,4711359,2241740,6084431,2755040,1620152,6183399,1943449,678023,176694,89291,130334,21224,463959,408891,2089277,999354,3486691,1072143,526243,29189.749999999996,40232.80902259596,21913.389591555908,36,36.81509949564181,0.48914037040627323,0.5108596295937268,0.6704751055417811,0.32952489445821886,0.21073105154463898,0.07351903742339044,0.019159191942586834,0.009681955288496049,0.01413230852572873,0.0023013497333778336,77.31,4.712500000000001,5085077,1598386,0.8357522667279816,0.2627009822282478,0.08649009250002178,1.1849433414562514,4.566288943041676,0.7583472472269005,4.52420706362573,4.552261649903027,4.1644180239310185,4.4703785326228695,4310789,0.655,0.607,0.6559542516848167
37,North Carolina,NC,2010,0,1,0,0,0,9561558,4656342,4905216,2283103,6326954,2856671,1783297,6230141,2017214,805016,210547,103197,181406,14037,505673,443745,2177039,962468,3691539,1118928,554019,28750.799999999996,39484.714513407635,19932.336671181347,37,37.26213374431237,0.4869856983558537,0.5130143016441463,0.6515822003066865,0.34841779969331355,0.2109712663982167,0.08419297357188023,0.0220201561293672,0.010792906344342627,0.0189724310619671,0.0014680661875397295,77.83,4.929166666666666,5364486,1672947,0.8478781416776541,0.26441586267262257,0.087564885093206,1.1998588894434827,4.6657259296232185,0.762089509082425,4.63112883092643,4.6541935633909555,4.059369099566838,4.532719335721085,2660079,0.392,0.364,0.38920144380668675
37,North Carolina,NC,2012,0,0,1,0,0,9752073,4751964,5000109,2282478,6494339,2900377,1907877,6290894,2079382,845420,231122,101646,185945,17664,518809,465378,2214250,969435,3751631,1169251,604022,28358.1,39243.86226935696,19784.932467215767,37,37.74280791376356,0.4872773204220272,0.5127226795779728,0.6450827429204027,0.3549172570795973,0.21322461388465816,0.08669131168316727,0.02369978157464572,0.010423014675956589,0.01906722806525341,0.0018113071959161913,77.98,4.991666666666668,5524904,1773273,0.8507261478034948,0.27304903547535786,0.09300746388508514,1.2167826471639378,4.778550981092919,0.7634352361779175,4.66957817651193,4.742226712899256,3.9640203915976886,4.544170202920894,4505372,0.648,0.601,0.6432370670411839
